YearRemodAdd,GrLivArea,TotRmsAbvGrd,GarageArea,TotalSF,SalePrice
0,0.073,0.167,0,0.097,0
0.0111802870826848,0.0757974401094994,0.17254214648423,0.0108532403284304,0.0972795343754352,0.00283372455233996
0.0221588742368029,0.0785088247540583,0.177875274279425,0.0215142315636071,0.0975906315232402,0.00563114874183052
0.0330651123713339,0.0811879897665969,0.183132815443164,0.0320982139194784,0.0979123286663728,0.00841446309668355
0.0437729555961531,0.0837797823349219,0.188183654671201,0.0424760498441513,0.0982635553850805,0.0111597949364717
0.0542681916132592,0.0862752782247664,0.193012095231002,0.0526151030654385,0.0986448520160801,0.0138620774391334
0.0645069880028063,0.0886525117176479,0.197572044850278,0.0624491066854151,0.0990609448867814,0.016510288317452
0.0744727168839182,0.0909003667897788,0.201845978132163,0.0719288629455169,0.0995115467930637,0.0190972525100793
0.0841536753406817,0.0930098232712643,0.205822559291714,0.0810033929463272,0.0999950558750661,0.0216160221598024
0.0935505884644558,0.0949775660376387,0.209504952215875,0.089627761355826,0.100507410571169,0.0240613666386008
0.10267129723987,0.0968044346188634,0.212906012693474,0.0977606494270517,0.101043090631893,0.0264292096457292
0.111529600825497,0.098495532485211,0.216047680129265,0.105365919041964,0.101595417131494,0.0287167835631518
0.120141885570052,0.100059367497393,0.218958000410168,0.112412743319117,0.102157196823649,0.0309224373058406
0.12852437380921,0.101507091716882,0.221668616399937,0.118876425909097,0.102721208074584,0.0330455198076932
0.136690206900391,0.102851491035952,0.224211897001167,0.124739107800638,0.103280648781542,0.0350861905005722
0.144646972587703,0.10410594434583,0.226618312645761,0.129990654387334,0.103829436332481,0.0370452313184047
0.152394690069588,0.105283363678607,0.228914080991647,0.134629559999101,0.104362365303143,0.03892384979265
0.159924441601656,0.106395214783132,0.231119298380775,0.138663846605191,0.104875110234597,0.0407234955852391
0.167217706499762,0.107450682713857,0.233246646863777,0.142111847666129,0.105364095813868,0.0424456986636945
0.174246443896703,0.108456051458604,0.235300756473813,0.14500277720243,0.105826267129065,0.044091940039796
0.180973918690069,0.109414347152262,0.237278241970881,0.147376968854547,0.106258806487232,0.0456635611461504
0.187356238212469,0.110325276394997,0.239168391478707,0.149285678761058,0.106658847334384,0.0471617152994041
0.193344538587862,0.111185466452199,0.240954437778491,0.150790362092834,0.107023234443436,0.0485873609169182
0.198887738357745,0.111988988423488,0.242615304105582,0.151961362415312,0.107348371290413,0.0499412929493144
0.203935756745791,0.112728118849094,0.244127683350175,0.152875991222327,0.107630182431035,0.0512242060965361
0.208443074682582,0.113394272888459,0.245468286283913,0.153616020183856,0.107864202288761,0.0524367812301886
0.212372496619756,0.113979025451272,0.246616082061714,0.154264656906251,0.10804578442533,0.0535797851181638
0.215698950275059,0.114475127615139,0.247554354444083,0.154903122532365,0.108170409330268,0.0546541731337658
0.218413140588117,0.114877425569734,0.24827241057711,0.155606992321819,0.108234056101711,0.0556611850931144
0.220524855364982,0.115183598489483,0.248766805572078,0.156442494882405,0.108233595620823,0.0566024256018266
0.222065706178213,0.115394649363934,0.249041984177024,0.15746298896931,0.108167160773191,0.0574799221362708
0.223091082422835,0.115515107096765,0.249110287988922,0.158705846497281,0.108034452965863,0.0582961563296801
0.223681102427636,0.115552926483032,0.248991329281542,0.160189965224923,0.10783695287473,0.0590540663553821
0.223940366230074,0.115519101853659,0.248710786180371,0.161914113938861,0.107578015630799,0.05975702068176
0.223996352262239,0.115427037005488,0.248298723786955,0.163856277220084,0.107262844683725,0.0604087656260267
0.223996355769553,0.115291735614578,0.247787587276869,0.165974117212434,0.106898352379876,0.0610133509073965
0.224102939760859,0.115128890469312,0.247210041995629,0.168206608311936,0.106492927008358,0.0615750386953666
0.224487957378675,0.114953955351636,0.246596849342589,0.170476830336585,0.106056134245235,0.0620982024183973
0.225325303641825,0.114781280142482,0.245974964435555,0.172695830401945,0.105598384696793,0.0625872218442453
0.226782658620005,0.114623378705292,0.245366022476491,0.174767388135117,0.105130598428364,0.0630463807092777
0.229012585774633,0.11449038215937,0.244785347222644,0.176593448382378,0.104663892468086,0.0634797725354624
0.232143439858834,0.11438970970308,0.24424157012867,0.178079925920389,0.104209309366657,0.0638912193254848
0.236270609357547,0.114325967777361,0.24373689658845,0.179142543467184,0.103777595423558,0.0642842066722037
0.241448660248285,0.114301068466317,0.243268000752794,0.179712342421608,0.103379027740965,0.0646618375605451
0.247684953408366,0.114314541493402,0.242827477131697,0.179740508849683,0.103023281306735,0.0650268058707484
0.254935272008594,0.114364002149873,0.242405729751814,0.179202187017424,0.10271932196986,0.0653813893899321
0.263101915473961,0.11444573036363,0.241993141543788,0.1780990086667,0.102475309098004,0.0657274610654229
0.272034594481693,0.114555313546499,0.241582340589068,0.176460145159928,0.102298492981731,0.0660665163319674
0.281534302404227,0.11468830698684,0.241170367686392,0.174341786084157,0.102195096225726,0.0663997136434716
0.29136015187073,0.114840869252545,0.240760552320734,0.171825054404081,0.102170174571567,0.0667279248522145
0.301238963355714,0.115010335206057,0.24036392154241,0.169012475971257,0.102227459702574,0.0670517918073634
0.310877190973352,0.115195694903406,0.239999997598626,0.166023220897089,0.102369193403345,0.0673717854841893
0.319974585196254,0.115397952319346,0.239696883605461,0.162987417308185,0.102595967930355,0.0676882640929162
0.328238838974819,0.115620343385028,0.239490589407238,0.160039897161456,0.102906590822118,0.0680015269331133
0.335400356871591,0.115868398459058,0.239423608489439,0.157313764230031,0.10329799323533,0.0683118612322132
0.341226237348625,0.116149840484402,0.239542817103892,0.154934174011101,0.103765199224837,0.0686195798061935
0.345532572991662,0.116474317119303,0.239896823838485,0.153012685076384,0.104301369521547,0.0689250480727757
0.348194253961472,0.116852973290078,0.240532946770611,0.151642485042321,0.104897927883369,0.0692286996941459
0.349151602778822,0.117297879793948,0.241494031438699,0.150894718001041,0.105544771707422,0.0695310408851224
0.348413365000229,0.117821343299874,0.242815342326683,0.150816051690699,0.106230562012391,0.0698326441500156
0.346055817219455,0.118435132536086,0.24452176089413,0.151427530436521,0.106943081754871,0.0701341328639287
0.342218014352964,0.119149663584781,0.246625503664558,0.152724672360547,0.107669646212424,0.0704361586522713
0.337093463220421,0.119973192968822,0.249124535764599,0.15467869393175,0.108397545164727,0.0707393739127933
0.330918758995117,0.12091106972575,0.252001801837639,0.157238687278873,0.109114494003248,0.0710444020439503
0.323959935777136,0.121965096378516,0.255225332409508,0.160334539259299,0.109809069765456,0.071351807980084
0.316497445082432,0.123133043540836,0.258749215729299,0.163880367040634,0.110471108427364,0.0716620714889592
0.30881077275933,0.124408354224351,0.262515359495278,0.167778251440398,0.111092041576177,0.0719755653750827
0.301163726845137,0.12578006254148,0.266455910027551,0.171922072876298,0.111665153782327,0.0722925402796097
0.293791372973324,0.127232938491921,0.2704961535858,0.176201290290327,0.112185746522842,0.0726131172112884
0.286889463177925,0.128747857048654,0.274557699140148,0.18050454470893,0.112651200232392,0.0729372883266885
0.280607007620782,0.130302376907245,0.278561735361432,0.184723009974317,0.113060932721342,0.073264925849253
0.275042391950664,0.131871502894406,0.282432166088719,0.18875344812023,0.113416259407759,0.0735957984224173
0.270243165451251,0.133428596711132,0.286098455281829,0.192500951773654,0.113720168021299,0.0739295936748026
0.266209339741662,0.134946393666938,0.289498050233466,0.195881368675978,0.113977026991642,0.0742659453702817
0.262899768622116,0.136398078347666,0.292578295556444,0.198823403945451,0.114192251919501,0.0746044632471508
0.260240949748536,0.137758369601403,0.295297795056233,0.201270386177579,0.114371957672056,0.0749447635312314
0.258137417983657,0.139004564635633,0.297627219515386,0.203181667775391,0.114522624224223,0.0752864981372779
0.256482803109634,0.140117493255263,0.29954959221644,0.204533612993703,0.11465080211223,0.075629380739255
0.255170608969495,0.141082336296517,0.301060108656313,0.205320114328196,0.114762878334439,0.075973208170108
0.254103837305119,0.141889267179957,0.302165561726447,0.205552573741589,0.114864916144962,0.0763178759750902
0.253202720158776,0.142533882309034,0.30288344927383,0.205259293058168,0.114962573195308,0.0766633873547119
0.252410025308688,0.143017394819196,0.303240838977115,0.204484238949015,0.115061092906679,0.0770098551585422
0.251693639905648,0.143346576831609,0.303273057964539,0.203285181277962,0.115165354957132,0.0773574969970898
0.25104639488851,0.143533447559853,0.303022263810611,0.201731245996465,0.115279963486196,0.0777066238996757
0.250483342438763,0.143594717782624,0.302535941556117,0.199899970322101,0.115409347024917,0.0780576232437845
0.250036917668882,0.143551014530406,0.301865359916871,0.19787399263584,0.115557842908875,0.0784109369073325
0.249750584615764,0.143425922392106,0.30106401015368,0.195737546280674,0.1157297412693,0.0787670357500265
0.249671671662584,0.143244888651631,0.300186044018798,0.193572949930326,0.115929269408192,0.0791263916211618
0.249844135704169,0.143034047638484,0.29928472327423,0.191457293727135,0.116160505791656,0.0794894481311861
0.250301957833266,0.142819024566466,0.298410892731466,0.189459508452565,0.116427223024109,0.0798565914270927
0.251063773021569,0.14262378039179,0.297611491612793,0.187637975504257,0.11673266974368,0.0802281221896879
0.252129184973349,0.142469556835994,0.29692812408336,0.186038791619243,0.117079311082882,0.0806042300325531
0.253477032061142,0.142373974995304,0.296395718573889,0.184694749145929,0.117468554942497,0.0809849714311305
0.255065670380427,0.142350332447194,0.296041316164094,0.183625036378537,0.117900495858689,0.0813702522430748
0.25683514518973,0.142407133162732,0.295883039546093,0.18283560941764,0.11837370910734,0.0817598157902555
0.258710950471778,0.142547872573207,0.295929304206144,0.182320142959106,0.118885124736263,0.082153237348085
0.260608943009196,0.142771087500612,0.296178340362789,0.182061436687656,0.119430004756358,0.0825499257184556
0.26244089277323,0.143070667909416,0.296618095638515,0.182033138964878,0.120002037482311,0.0829491323402222
0.264120121033501,0.143436415007346,0.297226582343619,0.182201650473357,0.12059355203487,0.0833499681124963
0.265566701564817,0.143854818444018,0.29797271808825,0.182528085514064,0.121195844525966,0.0837514277742768
0.266711773777962,0.144310014502579,0.298817683626002,0.182970194114289,0.121799596700952,0.0841524213096482
0.267500630314315,0.144784877534076,0.299716788042246,0.183484179205388,0.122395358943572,0.0845518114485246
0.267894383058529,0.145262188794298,0.300621790731626,0.184026374685055,0.122974063441113,0.0849484559320321
0.267870165969559,0.145725820746245,0.30148358554648,0.184554777361401,0.12352753049507,0.0853412528364443
0.267419985183547,0.146161871306779,0.302255109637361,0.185030444806169,0.124048931588658,0.0857291869291024
0.266548461704361,0.146559681990119,0.302894303059092,0.185418779796315,0.124533176639923,0.0861113747923971
0.265269816808621,0.146912676923857,0.303366920345676,0.18569071988604,0.12497719929658,0.0864871063232519
0.263604515277306,0.147218966615202,0.30364898634778,0.185823839110901,0.125380122343684,0.0868558802164179
0.261576000930592,0.147481671196437,0.303728698582039,0.185803350778297,0.125743294355262,0.087217431184475
0.259207931428309,0.147708932412882,0.303607608043632,0.185622979644618,0.126070197692427,0.0875717469618114
0.256522248337856,0.14791360119699,0.30330095844849,0.185285652778368,0.126366236028789,0.0879190735806343
0.253538311898305,0.148112607308019,0.302837126467149,0.184803944999343,0.126638416187899,0.088259907980349
0.250273199225442,0.148326037933036,0.302256177002666,0.184200209974011,0.126894943903387,0.0885949776924081
0.246743123944451,0.148575971894898,0.301607620940286,0.183506333468698,0.127144756143332,0.0889252080949628
0.242965799541794,0.148885133715883,0.300947530554177,0.182763060958194,0.127397014106214,0.0892516785093698
0.238963452734802,0.149275445871408,0.300335222816576,0.18201887625776,0.127660581295547,0.0895755691601986
0.234766109420976,0.149766567004167,0.299829757426353,0.181328438335941,0.127943510676164,0.0898981016841308
0.230414733366445,0.150374507855625,0.299486510652206,0.180750616435251,0.128252564219283,0.0902204763939913
0.225963801298459,0.151110414796656,0.299354076682267,0.180346195325181,0.128592787416388,0.0905438098312658
0.221482947023278,0.151979603088754,0.29947171623184,0.180175349533321,0.128967160622564,0.0908690762350016
0.217057396156051,0.152980908744044,0.29986752116085,0.180295005151609,0.129376348172335,0.0911970563953532
0.212787032216824,0.154106409769765,0.300557399127524,0.180756218794763,0.129818564674991,0.0915282969457209
0.208784071171613,0.155341545651911,0.301544910383958,0.181601705158554,0.130289575190825,0.0918630825009247
0.205169460190858,0.156665639350831,0.302821916671751,0.182863638074096,0.130782841557671,0.0922014222148862
0.202068242607331,0.158052800229763,0.304369936468566,0.184561836395367,0.131289820562133,0.0925430513735541
0.199604231530013,0.159473160741629,0.306162047291488,0.186702427252953,0.131800410798654,0.0928874476341893
0.197894399106859,0.160894375989635,0.308165138675624,0.189277056892068,0.132303534191876,0.0932338605531581
0.19704341094403,0.162283295128139,0.310342301392526,0.192262694910919,0.132787825980662,0.0935813521909219
0.197138714294994,0.163607698615839,0.312655140206069,0.195622052200274,0.133242394607542,0.0939288459138251
0.198246527676897,0.164837987046027,0.315065817977442,0.199304606810922,0.133657601880585,0.0942751800785691
0.20040898614875,0.165948706818198,0.31753867565574,0.203248205650335,0.134025805577078,0.0946191631151182
0.203642581505627,0.166919805961458,0.320041321781915,0.207381183657124,0.13434200285907,0.094959626620449
0.207937913067842,0.167737530014397,0.32254514182757,0.211624916529239,0.134604314657229,0.0952954734179868
0.213260646149002,0.168394892294155,0.325025236698025,0.215896699274052,0.134814259177809,0.0956257180837478
0.219553474392889,0.168891683633203,0.327459855661109,0.220112822416676,0.13497677679424,0.0959495181325946
0.226738809498965,0.169234021459893,0.329829436760931,0.224191702660279,0.135099987890901,0.0962661948302503
0.234721884637232,0.169433474089425,0.332115403141926,0.228056917262801,0.135194688059636,0.0965752433807479
0.243393959266393,0.169505830084252,0.334298883501615,0.23163999320861,0.135273609134343,0.0968763329716466
0.25263535190913,0.1694696113445,0.336359527450867,0.234882814512886,0.135350497272908,0.097169297787754
0.26231809821624,0.169344449371134,0.338274571919592,0.237739533706352,0.135439078043963,0.0974541205893433
0.272308125140227,0.169149454786463,0.340018284677003,0.240177905407923,0.135551990987008,0.0977309107698675
0.282466936223906,0.168901709557374,0.341561868915695,0.242179998306643,0.135699780803687,0.0979998789536621
0.292652904371691,0.168614999442602,0.342873863319967,0.243742283200688,0.135890028534398,0.0982613101732498
0.302722353496806,0.168298882124587,0.343921020496668,0.244875134754862,0.136126694131784,0.0985155374976503
0.312530667209266,0.167958156459653,0.344669598606419,0.245601819129989,0.136409723103198,0.0987629176955327
0.321933682411516,0.167592763223695,0.345086961458625,0.245957065049617,0.136734946507814,0.0990038101438822
0.330789603822395,0.167198111001988,0.345143355026747,0.24598532984943,0.137094278218046,0.0992385597706849
0.338961612707853,0.166765785869013,0.344813715484081,0.24573887383102,0.137476188783519,0.099467484385865
0.346321245450983,0.166284573299891,0.344079365793154,0.245275746744866,0.137866414014989,0.0996908663433481
0.352752495925627,0.165741697796607,0.342929473141102,0.244657771936065,0.138248840497743,0.0999089481199635
0.358156464604592,0.165124171619363,0.341362165141393,0.243948590219203,0.13860650079313,0.100121931119882
0.362456253695428,0.164420139490072,0.339385234784951,0.243211801074056,0.138922608320818,0.100329976835559
0.365601708166725,0.163620110991877,0.33701639835065,0.242509217315925,0.139181565195844,0.100533209428715
0.367573542005565,0.162717985657185,0.334283102923718,0.241899234271662,0.139369884305751,0.100731718839559
0.368386378028266,0.161711795845458,0.331221907741473,0.241435307691734,0.139476977938642,0.100925563681139
0.368090273015942,0.160604117491692,0.327877484451831,0.241164536598699,0.139495777525542,0.101114773410576
0.36677039635742,0.159402126494179,0.324301295062697,0.241126356875631,0.139423160992018,0.101299349563065
0.364544671764671,0.158117306730298,0.320550013656708,0.241351366141347,0.139260174755039,0.101479266154087
0.36155936433492,0.156764842398573,0.316683760531963,0.241860316937002,0.13901204608858,0.101654469662316
0.357982781530311,0.155362750780261,0.312764217424789,0.242663329721872,0.138687988555643,0.101824879261689
0.353997436783392,0.153930830102799,0.308852691907689,0.243759386190017,0.138300809079711,0.101990388141605
0.349791178981612,0.152489509839364,0.305008199414184,0.245136164361158,0.137866330869189,0.102150866812446
0.345547903170896,0.151058696754157,0.301285633221309,0.246770268407601,0.13740265265334,0.102306169224377
0.341438515046705,0.149656708975246,0.297734095703453,0.24862788835115,0.136929272085751,0.102456142329462
0.337612817555794,0.148299382444616,0.294395466902268,0.250665899128307,0.136466109773269,0.102600639403977
0.33419292199614,0.146999419784923,0.29130328691064,0.25283337779709,0.136032479651533,0.102739537047034
0.331268664431517,0.145766031875351,0.288482024459425,0.255073485339921,0.135646060244136,0.102872755322294
0.328895342560422,0.144604898567381,0.285946793360649,0.257325629364965,0.13532192819501,0.103000280058319
0.327093894067306,0.143518448641168,0.283703559728914,0.259527799521721,0.135071718690683,0.103122185919506
0.32585343306846,0.142506432189561,0.281749855876485,0.261618951400225,0.134902975500857,0.103238658550395
0.32513586530784,0.141566733135466,0.280075982466018,0.263541308796873,0.134818745364589,0.103350013920837
0.324882132869765,0.14069634755678,0.27866664126692,0.265242459008711,0.134817457089434,0.103456712985772
0.325019510238989,0.139892436789975,0.277502900246111,0.266677130573118,0.134893105669323,0.103559369933778
0.325469296468637,0.139153354501682,0.276564355122866,0.26780856589856,0.135035737531092,0.103658752629886
0.326154229131545,0.138479545225277,0.27583132166456,0.268609430113824,0.135232207024055,0.103755774340256
0.327004985577684,0.13787421887314,0.275286875379641,0.269062229411549,0.135467149295138,0.10385147642476
0.327965231650823,0.137343721421108,0.274918553494063,0.269159244373803,0.135724093683494,0.103947002351423
0.328994818679504,0.13689754557153,0.274719550368647,0.268902013716495,0.135986627368589,0.104043564069059
0.330070903741065,0.136547955257543,0.274689272158736,0.268300429532851,0.136239513181116,0.104142402412638
0.331186960750766,0.136309232189505,0.274833167767622,0.267371525000756,0.1364696692263,0.104244743752069
0.332349844338944,0.136196588523383,0.275161817138777,0.266138048798307,0.136666931120761,0.104351755477845
0.333575248222161,0.136224824011984,0.275689328972453,0.264626926855965,0.136824538904171,0.104464503105408
0.334882049615316,0.136406835393509,0.276431171021664,0.262867711741478,0.136939317755482,0.104583911748632
0.336286138400026,0.136752107137612,0.277401619602521,0.260891113478175,0.137011551513801,0.104710734453886
0.337794384919297,0.137265323344758,0.278611063480206,0.258727693779702,0.137044577345785,0.104845529412581
0.339399398204778,0.137945238723235,0.280063424647096,0.25640678960608,0.137044155482854,0.104988647415271
0.341075666508619,0.138783931381707,0.281753960441831,0.253955712830923,0.137017687039809,0.105140230126534
0.342777558217997,0.139766532193294,0.283667686315573,0.251399251987383,0.136973363613815,0.105300218914608
0.344439502050199,0.140871486594221,0.285778607638727,0.248759480896902,0.136919333776659,0.105468373140476
0.345978473287823,0.142071358052178,0.288049876531936,0.246055858795374,0.136862963948607,0.105644296077512
0.347298703290894,0.143334132312159,0.290434902690185,0.243305588519652,0.136810255751987,0.105827466068935
0.348298320243588,0.144624932814299,0.292879354364268,0.240524184316614,0.136765460904135,0.106017270196043
